N115872	news	newspolitics	'ISIS is the biggest beneficiary': Graham lashes out at Trump over Syria withdrawal	Sen. Lindsey Graham (R-S.C.) describes President Trump's decision to pull American troops out of Syria as 'out of line' and 'dangerous.'	https://assets.msn.com/labs/mind/AAISxxN.html	[{"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.976, "OccurrenceOffsets": [56], "SurfaceForms": ["Trump"]}, {"Label": "American-led intervention in the Syrian Civil War", "Type": "E", "WikidataId": "Q18121212", "Confidence": 1.0, "OccurrenceOffsets": [67], "SurfaceForms": ["Syria withdrawal"]}, {"Label": "Islamic State of Iraq and the Levant", "Type": "U", "WikidataId": "Q2429253", "Confidence": 0.996, "OccurrenceOffsets": [1], "SurfaceForms": ["ISIS"]}]	[{"Label": "United States Army", "Type": "O", "WikidataId": "Q9212", "Confidence": 0.978, "OccurrenceOffsets": [74], "SurfaceForms": ["American troops"]}, {"Label": "Syria", "Type": "G", "WikidataId": "Q858", "Confidence": 0.981, "OccurrenceOffsets": [97], "SurfaceForms": ["Syria"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.976, "OccurrenceOffsets": [39], "SurfaceForms": ["President Trump"]}]
N106818	news	newspolitics	Trump scraps plan to host G-7 at his Doral golf resort	The White House says it has chosen President Donald Trump's golf resort in Miami as the site for next year's G-7 summit. The announcement comes as the president has accused Joe Biden's family of profiting from his time in public office. (Oct. 17)	https://assets.msn.com/labs/mind/AAJ4mvo.html	[{"Label": "Group of Seven", "Type": "O", "WikidataId": "Q1764511", "Confidence": 1.0, "OccurrenceOffsets": [26], "SurfaceForms": ["G-7"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.996, "OccurrenceOffsets": [0], "SurfaceForms": ["Trump"]}]	[{"Label": "Group of Seven", "Type": "O", "WikidataId": "Q1764511", "Confidence": 1.0, "OccurrenceOffsets": [109], "SurfaceForms": ["G-7"]}, {"Label": "Joe Biden", "Type": "P", "WikidataId": "Q6279", "Confidence": 0.999, "OccurrenceOffsets": [173], "SurfaceForms": ["Joe Biden"]}, {"Label": "Miami", "Type": "G", "WikidataId": "Q8652", "Confidence": 0.972, "OccurrenceOffsets": [75], "SurfaceForms": ["Miami"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.996, "OccurrenceOffsets": [35], "SurfaceForms": ["President Donald Trump"]}, {"Label": "White House", "Type": "F", "WikidataId": "Q35525", "Confidence": 1.0, "OccurrenceOffsets": [4], "SurfaceForms": ["White House"]}]
N125220	video	news	Mississippi voters tout Trump's economic success	Todd is having 'Breakfast with Friends' at the Double Barrel restaurant in Tupelo, Mississippi.	https://assets.msn.com/labs/mind/AAJJc3y.html	[{"Label": "Mississippi", "Type": "G", "WikidataId": "Q1494", "Confidence": 0.997, "OccurrenceOffsets": [0], "SurfaceForms": ["Mississippi"]}]	[{"Label": "Tupelo, Mississippi", "Type": "G", "WikidataId": "Q667727", "Confidence": 1.0, "OccurrenceOffsets": [75], "SurfaceForms": ["Tupelo"]}, {"Label": "Mississippi", "Type": "G", "WikidataId": "Q1494", "Confidence": 0.997, "OccurrenceOffsets": [83], "SurfaceForms": ["Mississippi"]}, {"Label": "Todd Jordan", "Type": "P", "WikidataId": "Q21663066", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Todd"]}]
N61170	news	newsopinion	What Nixon's impeachment saga teaches us about Trump's	Will Republicans ever get on board with impeaching and removing President Donald Trump from office? That's a question that we should be asking, given that Trump won't be removed unless a lot of Republican senators back such a move.	https://assets.msn.com/labs/mind/AAIzuGu.html	[{"Label": "Richard Nixon", "Type": "P", "WikidataId": "Q9588", "Confidence": 1.0, "OccurrenceOffsets": [5], "SurfaceForms": ["Nixon"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 1.0, "OccurrenceOffsets": [47], "SurfaceForms": ["Trump"]}]	[{"Label": "Republican Party (United States)", "Type": "O", "WikidataId": "Q29468", "Confidence": 1.0, "OccurrenceOffsets": [5], "SurfaceForms": ["Republicans"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 1.0, "OccurrenceOffsets": [64, 155], "SurfaceForms": ["President Donald Trump", "Trump"]}]
N81544	news	newsfactcheck	Fact-checking Trump's spin about the 'great' outcome in Syria	The president glossed over uncomfortable facts and pitched fake ones as he declared victory in Syria	https://assets.msn.com/labs/mind/AAJgU6g.html	[{"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 1.0, "OccurrenceOffsets": [14], "SurfaceForms": ["Trump"]}, {"Label": "Fact-checking", "Type": "N", "WikidataId": "Q59555084", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Fact-checking"]}, {"Label": "Syria", "Type": "G", "WikidataId": "Q858", "Confidence": 0.995, "OccurrenceOffsets": [56], "SurfaceForms": ["Syria"]}]	[{"Label": "Syria", "Type": "G", "WikidataId": "Q858", "Confidence": 0.995, "OccurrenceOffsets": [95], "SurfaceForms": ["Syria"]}]

N112607	autos	autosnews	Best wireless routers 2019: the best routers for your home network	From Google Wifi to Netgear Nighthawk, these are the best wireless routers we've seen.	https://assets.msn.com/labs/mind/AAk9KA0.html	[]	[{"Label": "Google Wifi", "Type": "N", "WikidataId": "Q27691336", "Confidence": 1.0, "OccurrenceOffsets": [5], "SurfaceForms": ["Google Wifi"]}]
N19939	news	newsscienceandtechnology	Apple pulls HomePod update following reports of bricked speakers	Google isn't the only one dealing with reports of bricked smart speakers following an update. Apple appears to have pulled the HomePod's multi-user update after numerous reports of the software rendering speakers unusable. The glitch typically leaves the speaker partly or completely unresponsive. If an owner tries to reset the HomePod, it either freezes up or gets stuck in an endless loop. We've asked Apple for comment. It already has a warning...	https://assets.msn.com/labs/mind/AAJwppO.html	[{"Label": "HomePod", "Type": "U", "WikidataId": "Q30137500", "Confidence": 1.0, "OccurrenceOffsets": [12], "SurfaceForms": ["HomePod"]}, {"Label": "Apple Inc.", "Type": "O", "WikidataId": "Q312", "Confidence": 0.972, "OccurrenceOffsets": [0], "SurfaceForms": ["Apple"]}]	[{"Label": "HomePod", "Type": "U", "WikidataId": "Q30137500", "Confidence": 1.0, "OccurrenceOffsets": [127, 329], "SurfaceForms": ["HomePod", "HomePod"]}, {"Label": "Apple Inc.", "Type": "O", "WikidataId": "Q312", "Confidence": 0.972, "OccurrenceOffsets": [94, 405], "SurfaceForms": ["Apple", "Apple"]}, {"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 0.999, "OccurrenceOffsets": [0], "SurfaceForms": ["Google"]}]
N54986	entertainment	gaming	Everything we know about Google Stadia: release date, 4K resolution, and the sold out Founder's Editions	Everything we know so far about Google's Netflix for games	https://assets.msn.com/labs/mind/AACuJHv.html	[]	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [32], "SurfaceForms": ["Google"]}, {"Label": "Netflix", "Type": "O", "WikidataId": "Q907311", "Confidence": 1.0, "OccurrenceOffsets": [41], "SurfaceForms": ["Netflix"]}]
N64549	news	newsscienceandtechnology	Google to fix 'bug' that uploads free full-quality iPhone pics to Photos	Google is about to patch a quirk in Photos that effectively gives iPhone users a free ride. The company told Android Police in a statement that it's planning to fix a Google Photos "bug" that stores iOS photos in their original quality without counting toward Google Drive usage, eliminating the need to pay for more storage when your free 15GB invariably runs out. As the HEIC file format Apple uses to save photos is more efficient than Google's...	https://assets.msn.com/labs/mind/AAJ4ORa.html	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Google"]}, {"Label": "IPhone", "Type": "J", "WikidataId": "Q2766", "Confidence": 0.938, "OccurrenceOffsets": [51], "SurfaceForms": ["iPhone"]}]	[{"Label": "High Efficiency Image File Format", "Type": "U", "WikidataId": "Q24907733", "Confidence": 0.999, "OccurrenceOffsets": [373], "SurfaceForms": ["HEIC"]}, {"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [0, 439], "SurfaceForms": ["Google", "Google"]}, {"Label": "Google Photos", "Type": "W", "WikidataId": "Q20007086", "Confidence": 1.0, "OccurrenceOffsets": [167], "SurfaceForms": ["Google Photos"]}, {"Label": "IOS", "Type": "J", "WikidataId": "Q48493", "Confidence": 1.0, "OccurrenceOffsets": [199], "SurfaceForms": ["iOS"]}, {"Label": "Google Drive", "Type": "M", "WikidataId": "Q9340", "Confidence": 1.0, "OccurrenceOffsets": [260], "SurfaceForms": ["Google Drive"]}, {"Label": "IPhone", "Type": "J", "WikidataId": "Q2766", "Confidence": 0.938, "OccurrenceOffsets": [66], "SurfaceForms": ["iPhone"]}, {"Label": "Apple Inc.", "Type": "O", "WikidataId": "Q312", "Confidence": 1.0, "OccurrenceOffsets": [390], "SurfaceForms": ["Apple"]}]
N43413	video	viral	Man Helps Solve 22-Year-Old Cold Case With Google Earth	A Google Earth satellite image helped solve the mystery of a Florida man who went missing 22 years ago. The remains of William Moldt, who disappeared in 1997 at age 40, were found in a submerged car that showed up in a Google Earth search, according to the Palm Beach County Sheriff's Office. Someone searching his old neighborhood zoomed in on an image of a lake and saw a vehicle in the water, authorities said. Sheriff's deputies pulled the vehicle from the water and discovered a skeleton.	https://assets.msn.com/labs/mind/AAHgruL.html	[]	[{"Label": "Palm Beach County Sheriff's Office", "Type": "O", "WikidataId": "Q7127984", "Confidence": 1.0, "OccurrenceOffsets": [257], "SurfaceForms": ["Palm Beach County Sheriff's Office"]}, {"Label": "Florida Man", "Type": "U", "WikidataId": "Q19879826", "Confidence": 1.0, "OccurrenceOffsets": [61], "SurfaceForms": ["Florida man"]}, {"Label": "Sheriff", "Type": "C", "WikidataId": "Q578478", "Confidence": 0.999, "OccurrenceOffsets": [414], "SurfaceForms": ["Sheriff"]}]
N71735	news	newsscienceandtechnology	Pixel 4 and 4 XL specs vs. iPhone 11, Galaxy S10E and OnePlus 7T	We pit Google's new Pixel phones against their top Android and Apple competitors.	https://assets.msn.com/labs/mind/AAJ49p4.html	[]	[{"Label": "Samsung Galaxy S10", "Type": "N", "WikidataId": "Q60021939", "Confidence": 1.0, "OccurrenceOffsets": [], "SurfaceForms": []}, {"Label": "Pixel (smartphone)", "Type": "U", "WikidataId": "Q27096258", "Confidence": 0.968, "OccurrenceOffsets": [], "SurfaceForms": []}, {"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 0.999, "OccurrenceOffsets": [], "SurfaceForms": []}]
N66222	news	newsscienceandtechnology	Even more Galaxy S10 Lite details leak ahead of the phone's announcement	With the Made by Google event behind us and the Pixel 4 announced, every major phone of 2019 has officially been revealed (barring any last-second surprises). But leaks and rumors about upcoming devices continue to spread, and recently, one intriguing, unannounced smartphone from Samsung has been making headlines. No, I'm not talking about the Galaxy S11 (although it has been the subject of its fair share of leaks), but rather the Galaxy S10...	https://assets.msn.com/labs/mind/AAISzSO.html	[]	[{"Label": "Samsung Galaxy S10", "Type": "N", "WikidataId": "Q60021939", "Confidence": 1.0, "OccurrenceOffsets": [346, 435], "SurfaceForms": ["Galaxy S11", "Galaxy S10"]}, {"Label": "Samsung", "Type": "O", "WikidataId": "Q20716", "Confidence": 0.978, "OccurrenceOffsets": [281], "SurfaceForms": ["Samsung"]}, {"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 0.999, "OccurrenceOffsets": [17], "SurfaceForms": ["Google"]}]
N80773	news	newsscienceandtechnology	Google's .new shortcut now works with sites like Spotify and Microsoft	Last year, Google introduced .new shortcuts that made it easier to create a new Google Doc, Sheet, Slide, Site or Form -- simply enter the file type you wish to create into your browser and tack .new onto the end. Last week, Google brought the feature to Calendar, and now it's expanding it to other sites like Spotify. Soon, any company or organization will be able to register a .new domain to help their users start tasks faster. Today, Google...	https://assets.msn.com/labs/mind/AAJwjWT.html	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Google"]}, {"Label": "Spotify", "Type": "J", "WikidataId": "Q689141", "Confidence": 1.0, "OccurrenceOffsets": [49], "SurfaceForms": ["Spotify"]}, {"Label": "Microsoft", "Type": "O", "WikidataId": "Q2283", "Confidence": 1.0, "OccurrenceOffsets": [61], "SurfaceForms": ["Microsoft"]}]	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [11, 225, 440], "SurfaceForms": ["Google", "Google", "Google"]}, {"Label": "Spotify", "Type": "J", "WikidataId": "Q689141", "Confidence": 1.0, "OccurrenceOffsets": [311], "SurfaceForms": ["Spotify"]}, {"Label": "Google Sites", "Type": "W", "WikidataId": "Q623456", "Confidence": 0.93, "OccurrenceOffsets": [106], "SurfaceForms": ["Site"]}, {"Label": "Google Calendar", "Type": "W", "WikidataId": "Q223563", "Confidence": 0.952, "OccurrenceOffsets": [255], "SurfaceForms": ["Calendar"]}]
N114944	finance	finance-companies	Microsoft racks up more cloud customers	REDMOND, Wash. (AP)   Microsoft on Wednesday reported its latest solid quarterly report card to Wall Street, buoyed by another round of business customers signing up for its cloud computing services. The company reported fiscal first-quarter profit of $10.7 billion, up 21% from the same period last year. The net income of $1.38 per share beat Wall Street expectations. The average estimate of 13 analysts surveyed by Zacks Investment Research was...	https://assets.msn.com/labs/mind/AAJfWG2.html	[{"Label": "Microsoft", "Type": "O", "WikidataId": "Q2283", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Microsoft"]}]	[{"Label": "Microsoft", "Type": "O", "WikidataId": "Q2283", "Confidence": 1.0, "OccurrenceOffsets": [22], "SurfaceForms": ["Microsoft"]}, {"Label": "Wall Street", "Type": "S", "WikidataId": "Q11690", "Confidence": 0.988, "OccurrenceOffsets": [96, 345], "SurfaceForms": ["Wall Street", "Wall Street"]}, {"Label": "Redmond, Washington", "Type": "G", "WikidataId": "Q223718", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["REDMOND"]}, {"Label": "Washington (state)", "Type": "G", "WikidataId": "Q1223", "Confidence": 0.992, "OccurrenceOffsets": [9], "SurfaceForms": ["Wash"]}]
N38321	news	newsscienceandtechnology	Google brings its '.new' domains to the rest of the web, including to Spotify, Microsoft & others	A year ago, Google rolled out ".new" links that worked like shortcuts to instantly create new Google documents. For example, you could type "doc.new" (without the quotes) to create a new Google Doc or "sheet.new" to create a new spreadsheet. Today, Google is bringing the .new shortcuts to the rest of the web. Now, any company or organization can register their own .new domain to generate a .new shortcut that works with their own web app. Several...	https://assets.msn.com/labs/mind/AAJwkif.html	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Google"]}, {"Label": "Spotify", "Type": "J", "WikidataId": "Q689141", "Confidence": 1.0, "OccurrenceOffsets": [70], "SurfaceForms": ["Spotify"]}, {"Label": "Microsoft", "Type": "O", "WikidataId": "Q2283", "Confidence": 1.0, "OccurrenceOffsets": [79], "SurfaceForms": ["Microsoft"]}]	[{"Label": "Google", "Type": "O", "WikidataId": "Q95", "Confidence": 1.0, "OccurrenceOffsets": [12, 94, 249], "SurfaceForms": ["Google", "Google", "Google"]}]
